,3399-4058-0-RVRE,1016-2017-0-RVRE,5948-6048-14-RVRE,793-A001-120-G-TIPmvre,1090-E022-60-R-TIPmvre,738-E023-1-R-TIPmvre,1047-4017-14-GVRE,1896-4034-0-HVRE,5855-2060-0-RVRE,635-C003-1-G-TIPmvre,1352-E036-1-G-TIPmvre,3362-E077-30-R-TIPmvre,546-I005-14-R-TIPmvre,5902-1089-0-RVRE,3363-A015-14-R-TIPmvre,7151-3115-0-RVRE,6430-1097-0-RVRE,1537-1034-0-RVRE,824-4018-0-RVRE,1341-E033-1-R-TIPmvre,4133-3066-0-RVRE,5489-2056-0-HVRE,7258-3113-14-RVRE,629-2013-0-RVRE,4030-H021-30-R-TIPmvre,539-1018-0-RVRE,1028-E026-1-R-TIPmvre,4794-5029-0-RVRE,7413-3121-0-RVRE,1053-6004-0-R1VRE,6242-5037-0-RVRE,949-3025-0-RVRE,1096-1026-0-RVRE,1278-1019-30-RVRE,1644-3031-14-RVRE,702-3020-0-RVRE,5080-2051-0-HVRE,1543-4028-0-GVRE,1638-6008-0-RVRE,236-4004-0-RVRE,1137-4020-14-RVRE,219-2005-0-RVRE,711-4015-0-RVRE,4313-6035-0-GVRE,4462-6037-0-RVRE,6077-4098-0-GVRE,1455-4025-0-RVRE,2963-2031-14-RVRE,4922-2049-0-RVRE,5363-2050-14-RVRE,80-2003-0-RVRE,1463-1033-0-HVRE,2471-4044-0-GVRE,2492-6012-14-GVRE,8512-3145-0-RVRE,8088-3137-0-RVRE,8513-3147-0-RVRE,898-4011-30-GVRE,609-6002-30-RVRE,4362-6036-0-RVRE,4693-4077-0-HVRE,4007-5020-0-RVRE,4031-J032-1-G-TIPmvre,2026-4040-0-RVRE,3744-F061-90-G-TIPmvre,7600-3125-0-GVRE,7891-2076-0-OVRE,5232-4088-0-RVRE,217-2001-30-HVRE,5856-4095-0-GVRE,851-5002-0-RVRE,409-1015-0-RVRE,3884-J030-1-G-TIPmvre,3070-L011-1-G-TIPmvre,3686-C018-1-R-TIPmvre,6697-4104-0-GVRE,697-3019-0-RVRE,5827-6047-14-RVRE,4639-1079-0-RVRE,4832-1081-0-GVRE,5541-1082-30-RVRE,1420-2021-0-RVRE,6304-2065-0-RVRE,6651-2067-0-RVRE,1488-4026-0-HVRE,1929-4036-0-GVRE,6950-4109-0-RVRE,2308-2029-0-RVRE,4948-4081-0-RVRE,5954-3098-0-R1VRE,6435-4099-14-GVRE,7053-4107-14-RVRE,4384-3073-0-RVRE,5348-3091-0-RVRE,9019-3156-0-RVRE,1676-4031-0-GVRE,2386-6013-0-R1VRE,3994-6029-0-GVRE,4593-3077-0-RVRE,7583-5041-0-HVRE,621-2007-14-RVRE,5284-6044-0-RVRE,483-2008-0-RVRE,5533-3092-0-HVRE,8303-3140-0-H1VRE,5214-4087-0-HVRE,5924-3095-14-RVRE,4280-2041-14-HVRE,615-3018-0-HVRE,3233-1045-60-H1VRE,905-4021-0-RVRE,5006-5030-0-RVRE,5925-3097-0-HVRE,6648-4103-0-HVRE,4703-4078-0-R1VRE,4902-4076-14-RVRE,729-4016-0-HVRE,6129-1092-0-HVRE,8052-3132-0-HVRE,4784-3082-0-RVRE,1334-2020-0-R1VRE,2886-5012-0-RVRE,6748-6057-0-HVRE,2243-3041-14-RVRE,1889-3036-0-OVRE,4145-6030-14-RVRE,3320-D044-1-R-TIPmvre,4009-E118-14-R-TIPmvre,5261-4089-0-RVRE,5285-6045-0-RVRE,3226-4049-14-RVRE,344-1009-0-HVRE,899-D004-14-G-TIPmvre,3082-3051-0-RVRE,5088-6043-0-HVRE,6988-1099-0-RVRE,3717-G013-14-O-TIPmvre,4143-2042-0-RVRE,3673-4064-0-HVRE,4999-3085-0-HVRE,3743-D050-1-G-TIPmvre,1781-3033-30-RVRE,3890-6028-0-RVRE,3667-E109-14-R-TIPmvre,3672-K017-1-G-TIPmvre,442-1011-14-RVRE,4544-5027-0-RVRE,4786-5025-14-HVRE,8232-2079-0-HVRE,1321-3028-0-RVRE,6429-1096-0-RVRE,6652-3103-14-RVRE
546-I005-14-R-TIPmvre,2094,2715,2715,2715,2715,2715,2729,2729,2727,2729,2729,2728,2733,2729,2729,2721,2718,2716,2716,2716,2716,2714,2716,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2266,2266,2266,2262,2095,2095,2095,2095,1672,2094,2094
5902-1089-0-RVRE,2094,2715,2715,2715,2715,2715,2730,2730,2728,2730,2730,2729,2729,2773,2730,2722,2718,2716,2716,2716,2716,2727,2716,2715,2713,2712,575,353,575,575,590,590,575,575,575,575,576,590,590,590,577,577,581,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,579,579,590,789,575,170,591,777,575,590,575,575,575,575,577,575,796,575,591,591,591,91,83,83,91,91,91,97,91,91,91,91,85,83,251,503,518,518,522,508,508,507,503,503,505,522,522,503,503,508,503,508,509,507,518,508,492,492,513,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1775,2108,2266,2266,2266,2262,2097,2095,2095,2095,1672,2094,2094
3363-A015-14-R-TIPmvre,2094,2715,2715,2715,2715,2715,2730,2730,2728,2730,2730,2729,2729,2730,2738,2722,2718,2716,2716,2716,2716,2714,2716,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2266,2266,2266,2262,2095,2095,2095,2095,1672,2094,2094
7151-3115-0-RVRE,2094,2715,2715,2715,2715,2715,2722,2722,2720,2722,2722,2721,2721,2722,2722,2741,2718,2716,2716,2716,2716,2714,2716,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2266,2266,2266,2262,2095,2095,2095,2095,1672,2094,2094
6430-1097-0-RVRE,2094,2715,2715,2715,2715,2715,2718,2718,2716,2718,2718,2717,2718,2718,2718,2718,2746,2716,2716,2716,2716,2714,2716,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,512,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,58,1767,2106,2271,2271,2271,2265,2095,2095,2095,2095,1672,2094,2094
1537-1034-0-RVRE,2094,2715,2715,2715,2715,2715,2716,2716,2715,2716,2716,2716,2716,2716,2716,2716,2716,2731,2731,2716,2716,2714,2716,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2265,2265,2265,2262,2095,2095,2095,2095,1672,2094,2094
824-4018-0-RVRE,2094,2715,2715,2715,2715,2715,2716,2716,2715,2716,2716,2716,2716,2716,2716,2716,2716,2731,2739,2716,2716,2714,2716,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2265,2265,2265,2262,2095,2095,2095,2095,1672,2094,2094
1341-E033-1-R-TIPmvre,2094,2715,2715,2715,2715,2715,2716,2716,2715,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2737,2720,2718,2720,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2265,2265,2265,2262,2095,2095,2095,2095,1672,2094,2094
4133-3066-0-RVRE,2094,2715,2715,2715,2715,2715,2716,2716,2715,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2720,2758,2727,2728,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2265,2265,2265,2262,2095,2095,2095,2095,1672,2094,2094
5489-2056-0-HVRE,2092,2713,2713,2713,2713,2713,2714,2714,2713,2714,2714,2714,2714,2727,2714,2714,2714,2714,2714,2718,2727,2753,2726,2713,2711,2710,573,364,573,573,588,588,573,573,573,573,574,588,588,588,575,575,592,564,564,564,574,574,589,589,574,575,573,578,588,573,721,573,573,573,590,577,588,787,573,168,589,775,573,588,573,573,573,573,575,573,794,573,602,602,602,102,81,81,102,102,102,108,102,102,102,102,83,81,262,501,516,516,533,519,519,518,501,501,503,533,533,501,501,519,501,519,520,518,516,506,490,490,521,279,67,66,65,67,1123,1123,1115,1123,1124,1123,51,250,52,427,426,633,426,429,55,1773,2119,2263,2263,2263,2260,2097,2093,2093,2093,1670,2092,2092
7258-3113-14-RVRE,2094,2715,2715,2715,2715,2715,2716,2716,2715,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716,2720,2728,2726,2735,2715,2713,2712,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,511,281,69,68,67,69,1125,1125,1117,1125,1126,1125,53,252,54,429,428,635,428,431,57,1767,2106,2265,2265,2265,2262,2095,2095,2095,2095,1672,2094,2094
629-2013-0-RVRE,2095,2715,2715,2715,2715,2715,2715,2715,2714,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2715,2713,2715,2762,2713,2712,575,347,575,576,590,590,576,576,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,576,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,576,796,575,590,590,590,81,83,83,81,81,81,87,81,82,81,81,85,83,241,503,518,518,516,502,503,501,503,503,506,516,516,503,503,502,503,502,503,501,518,508,492,492,510,282,70,69,68,70,1126,1126,1118,1126,1127,1126,54,253,54,430,429,636,429,432,58,1767,2106,2264,2264,2264,2264,2096,2096,2096,2096,1673,2095,2095
4030-H021-30-R-TIPmvre,2092,2713,2713,2713,2713,2713,2713,2713,2712,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2711,2713,2713,2756,2739,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,510,281,69,68,67,69,1125,1125,1117,1125,1127,1125,53,252,55,429,428,635,428,431,57,1767,2107,2264,2264,2264,2261,2093,2094,2094,2094,1670,2092,2092
539-1018-0-RVRE,2091,2712,2712,2712,2712,2712,2712,2712,2711,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2710,2712,2712,2739,2751,575,347,575,575,590,590,575,575,575,575,576,590,590,590,577,577,575,566,566,566,576,576,591,591,576,577,575,580,590,575,723,575,575,575,573,579,590,789,575,169,590,777,575,590,575,575,575,575,577,575,796,575,589,589,589,81,83,83,81,81,81,87,81,81,81,81,85,83,241,503,518,518,516,502,502,501,503,503,505,516,516,503,503,502,503,502,503,501,518,508,492,492,510,280,68,67,66,68,1124,1124,1117,1124,1126,1124,52,251,54,428,427,634,427,430,57,1767,2107,2263,2263,2263,2260,2092,2093,2093,2093,1669,2091,2091
1028-E026-1-R-TIPmvre,621,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,573,575,575,575,575,2028,1583,2023,2018,2018,2017,2018,2018,2018,2018,2018,2017,2015,2017,2018,2018,2016,1979,1979,1979,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2015,2018,2018,2018,2016,2018,2018,2004,2017,1589,2018,2014,2018,2018,2018,2018,2018,2018,2018,2017,1999,2012,2008,2009,2009,40,42,42,40,40,40,40,40,40,40,41,42,42,37,39,39,39,37,38,37,37,39,39,57,37,37,39,39,38,39,37,37,37,39,40,40,511,34,1440,57,58,57,57,34,34,34,34,35,35,57,55,57,329,329,314,328,326,1447,207,544,636,636,636,640,621,621,621,621,199,621,621
