,3399-4058-0-RVRE,1016-2017-0-RVRE,5948-6048-14-RVRE,793-A001-120-G-TIPmvre,1090-E022-60-R-TIPmvre,738-E023-1-R-TIPmvre,1047-4017-14-GVRE,1896-4034-0-HVRE,5855-2060-0-RVRE,635-C003-1-G-TIPmvre,1352-E036-1-G-TIPmvre,3362-E077-30-R-TIPmvre,546-I005-14-R-TIPmvre,5902-1089-0-RVRE,3363-A015-14-R-TIPmvre,7151-3115-0-RVRE,6430-1097-0-RVRE,1537-1034-0-RVRE,824-4018-0-RVRE,1341-E033-1-R-TIPmvre,4133-3066-0-RVRE,5489-2056-0-HVRE,7258-3113-14-RVRE,629-2013-0-RVRE,4030-H021-30-R-TIPmvre,539-1018-0-RVRE,1028-E026-1-R-TIPmvre,4794-5029-0-RVRE,7413-3121-0-RVRE,1053-6004-0-R1VRE,6242-5037-0-RVRE,949-3025-0-RVRE,1096-1026-0-RVRE,1278-1019-30-RVRE,1644-3031-14-RVRE,702-3020-0-RVRE,5080-2051-0-HVRE,1543-4028-0-GVRE,1638-6008-0-RVRE,236-4004-0-RVRE,1137-4020-14-RVRE,219-2005-0-RVRE,711-4015-0-RVRE,4313-6035-0-GVRE,4462-6037-0-RVRE,6077-4098-0-GVRE,1455-4025-0-RVRE,2963-2031-14-RVRE,4922-2049-0-RVRE,5363-2050-14-RVRE,80-2003-0-RVRE,1463-1033-0-HVRE,2471-4044-0-GVRE,2492-6012-14-GVRE,8512-3145-0-RVRE,8088-3137-0-RVRE,8513-3147-0-RVRE,898-4011-30-GVRE,609-6002-30-RVRE,4362-6036-0-RVRE,4693-4077-0-HVRE,4007-5020-0-RVRE,4031-J032-1-G-TIPmvre,2026-4040-0-RVRE,3744-F061-90-G-TIPmvre,7600-3125-0-GVRE,7891-2076-0-OVRE,5232-4088-0-RVRE,217-2001-30-HVRE,5856-4095-0-GVRE,851-5002-0-RVRE,409-1015-0-RVRE,3884-J030-1-G-TIPmvre,3070-L011-1-G-TIPmvre,3686-C018-1-R-TIPmvre,6697-4104-0-GVRE,697-3019-0-RVRE,5827-6047-14-RVRE,4639-1079-0-RVRE,4832-1081-0-GVRE,5541-1082-30-RVRE,1420-2021-0-RVRE,6304-2065-0-RVRE,6651-2067-0-RVRE,1488-4026-0-HVRE,1929-4036-0-GVRE,6950-4109-0-RVRE,2308-2029-0-RVRE,4948-4081-0-RVRE,5954-3098-0-R1VRE,6435-4099-14-GVRE,7053-4107-14-RVRE,4384-3073-0-RVRE,5348-3091-0-RVRE,9019-3156-0-RVRE,1676-4031-0-GVRE,2386-6013-0-R1VRE,3994-6029-0-GVRE,4593-3077-0-RVRE,7583-5041-0-HVRE,621-2007-14-RVRE,5284-6044-0-RVRE,483-2008-0-RVRE,5533-3092-0-HVRE,8303-3140-0-H1VRE,5214-4087-0-HVRE,5924-3095-14-RVRE,4280-2041-14-HVRE,615-3018-0-HVRE,3233-1045-60-H1VRE,905-4021-0-RVRE,5006-5030-0-RVRE,5925-3097-0-HVRE,6648-4103-0-HVRE,4703-4078-0-R1VRE,4902-4076-14-RVRE,729-4016-0-HVRE,6129-1092-0-HVRE,8052-3132-0-HVRE,4784-3082-0-RVRE,1334-2020-0-R1VRE,2886-5012-0-RVRE,6748-6057-0-HVRE,2243-3041-14-RVRE,1889-3036-0-OVRE,4145-6030-14-RVRE,3320-D044-1-R-TIPmvre,4009-E118-14-R-TIPmvre,5261-4089-0-RVRE,5285-6045-0-RVRE,3226-4049-14-RVRE,344-1009-0-HVRE,899-D004-14-G-TIPmvre,3082-3051-0-RVRE,5088-6043-0-HVRE,6988-1099-0-RVRE,3717-G013-14-O-TIPmvre,4143-2042-0-RVRE,3673-4064-0-HVRE,4999-3085-0-HVRE,3743-D050-1-G-TIPmvre,1781-3033-30-RVRE,3890-6028-0-RVRE,3667-E109-14-R-TIPmvre,3672-K017-1-G-TIPmvre,442-1011-14-RVRE,4544-5027-0-RVRE,4786-5025-14-HVRE,8232-2079-0-HVRE,1321-3028-0-RVRE,6429-1096-0-RVRE,6652-3103-14-RVRE
1352-E036-1-G-TIPmvre,1543,2154,2154,2154,2154,2154,2169,2169,2167,2169,2179,2178,2168,2169,2169,2161,2157,2155,2155,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,487,471,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1713,1713,1713,1709,1543,1543,1543,1543,1539,1543,1543
3362-E077-30-R-TIPmvre,1546,2154,2154,2154,2154,2154,2168,2168,2168,2168,2178,2186,2167,2168,2168,2160,2156,2155,2155,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,22,20,21,21,21,18,18,33,33,18,20,18,23,35,18,166,18,18,18,18,22,33,231,20,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,484,496,496,481,481,481,481,482,483,481,496,487,473,470,494,258,55,53,53,55,1107,1107,1099,1107,1107,1106,39,232,40,430,429,635,429,431,41,1707,1608,1715,1715,1715,1711,1545,1545,1545,1545,1541,1545,1545
546-I005-14-R-TIPmvre,1543,2154,2154,2154,2154,2154,2168,2168,2166,2168,2168,2167,2172,2168,2168,2160,2157,2155,2155,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1713,1713,1713,1709,1543,1543,1543,1543,1539,1543,1543
5902-1089-0-RVRE,1543,2154,2154,2154,2154,2154,2169,2169,2167,2169,2169,2168,2168,2211,2169,2161,2157,2155,2155,2155,2155,2167,2155,2154,2152,2151,18,214,18,18,33,33,18,18,18,18,19,33,33,33,20,20,25,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,23,22,33,231,18,31,34,214,18,33,18,18,18,18,20,18,238,18,36,36,36,94,85,85,94,94,94,100,94,94,94,94,87,85,254,481,496,496,501,486,487,486,481,481,482,501,501,481,481,486,481,487,488,486,496,486,470,470,496,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1714,1608,1713,1713,1713,1709,1545,1543,1543,1543,1539,1543,1543
3363-A015-14-R-TIPmvre,1543,2154,2154,2154,2154,2154,2169,2169,2167,2169,2169,2168,2168,2169,2177,2161,2157,2155,2155,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1713,1713,1713,1709,1543,1543,1543,1543,1539,1543,1543
7151-3115-0-RVRE,1543,2154,2154,2154,2154,2154,2161,2161,2159,2161,2161,2160,2160,2161,2161,2180,2157,2155,2155,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1713,1713,1713,1709,1543,1543,1543,1543,1539,1543,1543
6430-1097-0-RVRE,1543,2154,2154,2154,2154,2154,2157,2157,2155,2157,2157,2156,2157,2157,2157,2157,2185,2155,2155,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,495,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,42,1706,1606,1718,1718,1718,1712,1543,1543,1543,1543,1539,1543,1543
1537-1034-0-RVRE,1543,2154,2154,2154,2154,2154,2155,2155,2154,2155,2155,2155,2155,2155,2155,2155,2155,2170,2170,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1712,1712,1712,1709,1543,1543,1543,1543,1539,1543,1543
824-4018-0-RVRE,1543,2154,2154,2154,2154,2154,2155,2155,2154,2155,2155,2155,2155,2155,2155,2155,2155,2170,2178,2155,2155,2155,2155,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1712,1712,1712,1709,1543,1543,1543,1543,1539,1543,1543
1341-E033-1-R-TIPmvre,1543,2154,2154,2154,2154,2154,2155,2155,2154,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155,2176,2159,2159,2159,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1712,1712,1712,1709,1543,1543,1543,1543,1539,1543,1543
4133-3066-0-RVRE,1543,2154,2154,2154,2154,2154,2155,2155,2154,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155,2159,2197,2168,2167,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1712,1712,1712,1709,1543,1543,1543,1543,1539,1543,1543
5489-2056-0-HVRE,1543,2154,2154,2154,2154,2154,2155,2155,2154,2155,2155,2155,2155,2167,2155,2155,2155,2155,2155,2159,2168,2195,2167,2154,2152,2151,18,227,18,18,33,33,18,18,18,18,19,33,33,33,20,20,38,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,36,22,33,231,18,31,34,214,18,33,18,18,18,18,20,18,238,18,49,49,49,107,85,85,107,107,107,113,107,107,107,107,87,85,267,481,496,496,514,499,500,499,481,481,482,514,514,481,481,499,481,500,501,499,496,486,470,470,506,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1714,1621,1712,1712,1712,1709,1547,1543,1543,1543,1539,1543,1543
7258-3113-14-RVRE,1543,2154,2154,2154,2154,2154,2155,2155,2154,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155,2159,2167,2167,2174,2154,2152,2151,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,494,258,55,53,53,55,1105,1105,1097,1105,1105,1104,39,232,40,430,429,635,429,431,41,1706,1606,1712,1712,1712,1709,1543,1543,1543,1543,1539,1543,1543
629-2013-0-RVRE,1544,2154,2154,2154,2154,2154,2154,2154,2153,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2201,2152,2151,18,209,18,19,33,33,19,19,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,19,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,19,238,18,35,35,35,85,85,85,85,85,85,91,85,86,85,85,87,85,245,481,496,496,496,481,483,481,481,481,483,496,496,481,481,481,481,482,483,481,496,486,470,470,493,259,56,54,54,56,1106,1106,1098,1106,1106,1105,40,233,40,431,430,636,430,432,42,1706,1606,1711,1711,1711,1711,1544,1544,1544,1544,1540,1544,1544
4030-H021-30-R-TIPmvre,1541,2152,2152,2152,2152,2152,2152,2152,2151,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2195,2178,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,493,258,55,53,53,55,1105,1105,1097,1105,1106,1104,39,232,41,430,429,635,429,431,41,1706,1607,1711,1711,1711,1708,1541,1542,1542,1542,1537,1541,1541
539-1018-0-RVRE,1540,2151,2151,2151,2151,2151,2151,2151,2150,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2178,2190,18,209,18,18,33,33,18,18,18,18,19,33,33,33,20,20,20,19,19,19,18,18,33,33,18,20,18,23,33,18,166,18,18,18,18,22,33,231,18,30,33,214,18,33,18,18,18,18,20,18,238,18,34,34,34,85,85,85,85,85,85,91,85,85,85,85,87,85,245,481,496,496,496,481,482,481,481,481,482,496,496,481,481,481,481,482,483,481,496,486,470,470,493,257,54,52,52,54,1104,1104,1097,1104,1105,1103,38,231,40,429,428,634,428,430,41,1706,1607,1710,1710,1710,1707,1540,1541,1541,1541,1536,1540,1540
1028-E026-1-R-TIPmvre,72,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1450,1430,1445,1440,1440,1440,1440,1440,1440,1440,1440,1439,1437,1439,1440,1440,1440,1411,1411,1411,1439,1439,1439,1439,1439,1440,1440,1440,1440,1440,1438,1440,1440,1440,1440,1440,1440,1430,1439,1430,1440,1431,1440,1440,1440,1440,1440,1440,1440,1439,1425,1434,1432,1433,1433,33,33,33,33,33,33,33,33,33,33,34,33,33,31,12,12,12,12,12,12,12,12,12,29,12,12,12,12,12,12,12,12,12,12,13,13,484,12,1399,32,32,32,32,14,14,14,14,14,14,32,25,32,316,316,305,315,312,1412,147,44,86,86,86,90,71,71,71,71,68,72,72
