,BM_pheno_1,WN_pheno_1
PSM244,-0.0609783470114258,-0.0611567423816195
PSM280,-0.0586658831446656,-0.0464056744242712
PSM001,0.0124032364725858,-0.0502516166334637
PSM232,0.0125259355445793,-0.0470332423642892
PSM049,0.020610001919051,-0.0502508431288815
PSM066,0.0239339159100934,-0.092416352882917
PSM070,0.026479284263345,-0.0875811617821095
PSM146,0.0164476389779563,-0.00606330624356716
PSM186,0.0226197778837318,-0.0818283025159467
PSM086,0.0307583712417549,-0.0546398738150964
PSM252,0.0309108361388898,-0.0626226648598608
PSM207,0.0274768124719819,-0.0300766872206721
PSM007,0.00718546776903116,-0.0620755429444055
PSM131,0.00424860702444211,-0.00722640440734449
PSM160,0.0062411437417652,-0.0300156550240703
PSM218,0.0106080635627195,-0.0611236410094954
PSM174,0.00594163211494106,-0.105004355201767
PSM010,-0.0173138147592351,-0.0676928705977055
PSM281,-0.014357686130509,-0.0534041972108912
PSM178,-0.00130552968132632,-0.0992063877410392
PSM006,-0.0102103008609005,-0.124505620611014
PSM085,-0.0156200676499576,0.0106080635627195
PSM124,-0.00441973585123695,-0.106232992038664
PSM237,-0.0175646992346931,-0.00784674356640076
PSM247,-0.00829779866413191,-0.0959018541769554
PSM236,-0.0192066356487834,-0.0522823841261294
PSM008,-0.0127258544728973,-0.0750646526395594
PSM115,-0.0231731206592942,0.00745993365737784
PSM140,-0.0166369913223948,0.0062411437417652
PSM254,-0.0256635737022357,0.0638955469297093
PSM011,-0.0138870944852179,-0.0218035471642179
PSM026,-0.0195822895166993,0.0602908868060469
PSM176,-0.0149554206085604,-0.0138870944852179
PSM021,-0.00784674356640076,-0.0175646992346931
PSM265,-0.0147193264132475,0.00383172051781063
PSM036,-0.00931635703808534,0.0267640794468103
PSM150,-0.0118136654840796,-0.0634051161416169
PSM012,-0.0227258697634544,-0.00576524925377824
PSM015,-0.0229537622083157,-0.0195822895166993
PSM053,-0.0183016300869554,0.00718546776903116
PSM034,-0.0150411164545273,-0.050422827673369
PSM253,-0.0218035471642179,-0.0231731206592942
PSM017,-0.0168887797451455,-0.0270957537754799
PSM201,-0.0221621201463217,-0.0948966358038936
PSM230,-0.0160987922655437,-0.0432924480037658
PSM098,-0.00576524925377824,-0.0183016300869554
PSM096,-0.0230844581358442,-0.0851237452487909
PSM039,-0.0464056744242712,0.0383896103787018
PSM046,-0.0474069020390562,-0.0729907964783503
PSM119,-0.0377350999388771,-0.0229537622083157
PSM121,-0.0400905061514165,-0.10445030125618
PSM197,-0.0432466411477239,0.00424860702444211
PSM141,-0.0420942547246208,-0.0472167573714699
PSM101,-0.0292318500798799,-0.136062665264358
PSM122,-0.0101930753242537,-0.0511544972080245
PSM052,-0.00283481801732067,-0.0271287722268029
PSM224,-0.0119089439887326,0.0124032364725858
PSM077,-0.00289819734427129,0.0533059065190115
PSM144,-0.0227649585803535,-0.0732444499694036
PSM060,-0.0760289961858534,-0.056403037240351
PSM166,-0.0785460377635031,-0.0511143858094739
PSM210,-0.0769984124016765,-0.0926405872288167
PSM061,-0.0851237452487909,-0.00899325034282658
PSM157,-0.0818283025159467,-0.0905094196138244
PSM075,0.00532345400346029,-0.0495370343504358
PSM269,0.0119211643018241,-0.0356016988619155
PSM076,-0.00722640440734449,-0.0976649785873588
PSM003,0.0739125569652175,0.0157186234333879
PSM126,0.0638955469297093,-0.000403313673222874
PSM111,0.0733835065097474,0.00391467217099125
PSM195,0.0746529162290572,-0.0160987922655437
PSM199,0.0666633944587711,-0.0993354181951054
PSM019,-0.0271287722268029,0.00863862159063429
PSM222,-0.0300766872206721,0.0746529162290572
PSM233,-0.0300156550240703,-0.0597579514175152
PSM032,-0.0297692735598613,-0.0325199761866106
PSM156,-0.0291011608512319,-0.0102103008609005
PSM038,-0.00899325034282658,-0.0517561314160343
PSM137,-0.00606330624356716,-0.0667750458711381
PSM037,-0.0894324078985359,-0.0715579198514894
PSM109,-0.0875811617821095,-0.0585502514950588
PSM259,-0.0905094196138244,0.020610001919051
PSM209,-0.0887021174388931,-0.00361610917306445
PSM238,-0.092416352882917,0.0477000606992357
PSM148,-0.0974831001908448,-0.0973969529112843
PSM159,-0.029159297221604,-0.0974831001908448
PSM221,-0.0348427337352287,-0.0150411164545273
PSM202,-0.0270316254120144,-0.0728320227664567
PSM242,-0.0270957537754799,-0.0754932494951694
PSM080,0.0602908868060469,0.0739125569652175
PSM020,-0.023119269844375,0.0549399950453435
PSM257,-0.0243001495174689,-0.0474069020390562
PSM022,-0.0282268312616389,-0.0894324078985359
PSM035,-0.0338829587448742,-0.0590928143949004
PSM136,-0.0336699720815963,0.0155387853357968
PSM206,-0.0334580064439137,-0.0462984244615815
PSM248,-0.0356016988619155,0.00819433776745053
PSM251,-0.0469129643697399,-0.0609783470114258
PSM064,-0.0311490663584072,-0.0586658831446656
PSM042,-0.0468921065761423,-0.0336699720815963
PSM067,-0.0732444499694036,-0.0505297188179829
PSM266,-0.071953526507889,-0.0629036049808969
PSM223,-0.0793629542353155,-0.0420942547246208
PSM229,-0.0750646526395594,-0.0887021174388931
PSM089,-0.0754932494951694,-0.0743391768477831
PSM263,-0.0711901748635812,-0.0432466411477239
PSM125,-0.0756764202913339,0.00634547114811099
PSM185,-0.0715579198514894,-0.00829779866413191
PSM153,-0.0832556329779209,0.0226197778837318
PSM033,-0.10445030125618,-0.0118136654840796
PSM189,-0.110185119965642,-0.0221621201463217
PSM217,-0.106232992038664,-0.0976429224818603
PSM079,-0.100467439941563,-0.0544065982623644
PSM056,-0.0993354181951054,0.00410859063985167
PSM177,-0.0985087567122641,-0.038178996633415
PSM110,-0.0926405872288167,-0.0524655171888804
PSM082,-0.0140821081196748,-0.0559996710423103
PSM054,-0.0976429224818603,-0.0101930753242537
PSM108,-0.0992063877410392,-0.0156200676499576
PSM132,-0.0973969529112843,-0.0249201589706738
PSM241,-0.0948966358038936,0.00621449108395981
PSM074,-0.0976649785873588,-0.0140821081196748
PSM057,-0.0462984244615815,-0.0591546706145367
PSM165,-0.038178996633415,-0.0166369913223948
PSM190,-0.0325199761866106,-0.04682226851889
PSM196,-0.0349989655828924,0.00341115718265202
PSM005,0.00185320362681586,-0.0292318500798799
PSM245,0.00325019434444862,-0.0907901132734923
PSM081,0.00431023059017038,-0.0535288098438631
PSM128,0.00341115718265202,-0.0522617086074448
PSM142,0.00745993365737784,-0.0588527213130096
PSM027,0.00383172051781063,-0.146238150021362
PSM106,0.00217371528073574,-0.0297692735598613
PSM114,0.00350404948297789,0.0666633944587711
PSM184,0.00390133432739896,-0.0469129643697399
PSM031,0.00410859063985167,-0.0600167664474231
PSM205,0.00621449108395981,-0.0638975726857779
PSM055,0.00479450619806531,0.00185320362681586
PSM062,0.0048382892908066,-0.0526047849271191
PSM256,0.00172139227855517,0.0239339159100934
PSM069,0.00246838875394408,-0.0603990383448048
PSM147,0.00634547114811099,-0.0769984124016765
PSM158,0.00640705940561235,-0.029159297221604
PSM097,0.00819433776745053,0.0164476389779563
PSM173,0.00391467217099125,-0.0641932763217784
PSM120,0.00863862159063429,-0.0804224084135698
PSM133,0.0089945148909337,-0.0832556329779209
PSM272,0.00627242137322021,-0.0192066356487834
PSM117,0.000850492541872281,-0.0760289961858534
PSM191,-0.000403313673222874,-0.053722674442098
PSM175,-0.0057001002876629,0.0733835065097474
PSM023,0.0224665042011424,-0.0711901748635812
PSM059,0.0157186234333879,-0.0607271426887956
PSM095,0.0155387853357968,-0.0660172827387037
PSM041,-0.000932990894635795,-0.000932990894635795
