,BM_pheno_1,WN_pheno_1
2689-2030-0-HMRSA,0.00496448655693953,-0.00302361252047581
3528-L013-1-N-TIPmmrsa,0.00401767701946144,-0.00408482113073073
2573-5010-0-NMRSA,-0.0109558625795227,-0.0107931127339271
6598-5037-14-HMRSA,-0.00804549397515766,-1.67184039728402e-05
4249-6029-30-HMRSA,0.000212013568150688,-0.0200931472971852
96-3004-0-HMRSA,0.00419620922776536,-0.00495761077310356
3938-K019-14-U-TIPmmrsa,0.000441946582790987,0.0134144271349781
3102-6017-14-NMRSA,0.00296933468502576,0.00420918182564114
7304-6059-0-HMRSA,0.000163935219423977,-0.0180810042402035
3614-F061-1-O-TIPmmrsa,0.000751029319793855,-0.0122944070777221
2095-2027-0-NMRSA,-0.000653033888715228,-0.00734443958338576
1891-E053-14-N-TIPmmrsa,-0.00630805056762203,0.00065724203699813
6308-5036-0-HMRSA,-0.00854273956324916,-0.00257872525356334
4074-F070-60-U-TIPmmrsa,-0.0046039331689685,0.00140798536724653
2457-1048-0-NMRSA,-0.00734275557129519,-0.00542761003229126
371-F007-14-F-TIPmmrsa,-0.00333413814566275,-0.00232404920033087
2064-K016-1-N-TIPmmrsa,-0.00909588696017283,-0.00149416541484264
3527-L014-1-N-TIPmmrsa,-0.00774179025585002,0.000441946582790987
3440-D045-30-N-TIPmmrsa,-0.0100031135952453,-0.00892825830968659
61-L001-1-N-TIPmmrsa,-0.00136429540527933,-0.0206754456436334
32-K006-1-G-TIPmmrsa,-0.00446456070440215,-0.00557883342188152
3242-E079-1-N-TIPmmrsa,-0.00257872525356334,-0.0120558907148648
2239-3031-60-NMRSA,-0.00651118240895922,-0.00672237925712906
1252-6005-0-NMRSA,-0.0145441274481265,0.0156613423986534
3614-5015-14-HMRSA,-0.0123746805063453,-0.000267053953074084
1373-4024-0-NMRSA,-0.00187560271247958,-0.00392193722895807
7969-3129-0-NMRSA,-0.003698514196692,0.000654131992466603
3796-L019-0-O-TIPmmrsa,-0.0075624406960652,-0.00815940336964868
4389-6035-0-HMRSA,-0.0074343734361324,0.00296933468502576
4997-5030-0-NMRSA,-0.00400838702238814,-0.0145441274481265
988-2013-30-NMRSA,0.00058473324934891,-0.00229067890285581
4880-3077-14-HMRSA,0.00424864076026492,-0.00344100875521326
1534-E001-240-N-TIPmmrsa,0.000132575115283065,-0.0198398632979608
3376-E087-1-N-TIPmmrsa,0.00224822119863281,0.00329839975574901
3797-C018-60-G-TIPmmrsa,0.00128488554944748,-0.00807348624592219
1679-E042-30-O-TIPmmrsa,0.00335797199172212,-0.00573705000436904
1319-E031-1-N-TIPmmrsa,-0.00349976915856242,0.0178699135344187
1634-F025-1-U-TIPmmrsa,-0.0029902300083157,-0.0158146251723844
3490-E102-1-N-TIPmmrsa,-0.00722601528631241,-0.000403750372195788
3749-J029-1-W-TIPmmrsa,-0.00603596819166128,-0.00333413814566275
3750-K017-60-R-TIPmmrsa,-0.00119654490004305,-4.96378396618534e-05
3885-F067-1-G-TIPmmrsa,-0.00351726051963138,0.00362885268438321
4478-3067-14-OMRSA,0.00590205785356937,-0.0107913359485002
5797-4073-60-HMRSA,0.00904426855196888,-0.0191934321012755
5726-3094-0-HMRSA,-0.000267053953074084,-0.00542813769749953
1436-D020-1-N1-TIPmmrsa,-0.00302361252047581,0.00117607654721229
3624-L016-1-N-TIPmmrsa,-0.00274095779453926,0.00538106748031363
369-D002-30-R-TIPmmrsa,-0.00486989753305853,-0.00419422461757256
526-1016-0-NMRSA,0.00663067507153852,-0.00702663777605228
6745-6057-0-NMRSA,0.00365808153534878,0.00366367622423969
7473-4115-0-NMRSA,0.00872401757531855,-0.0167837798478862
6125-4099-0-NMRSA,0.0143122469992941,-0.0069721068033176
3577-H009-270-N-TIPmmrsa,0.00173966119503163,0.00872401757531855
4906-2046-0-HMRSA,-0.000403750372195788,-0.00153237131668636
6590-3105-0-NMRSA,0.00117607654721229,0.000335773738432722
839-4014-14-NMRSA,-0.00573705000436904,-0.00349976915856242
293-E002-DC-O-TIPmmrsa,-0.00304873764903671,-0.00734275557129519
3846-I013-120-N-TIPmmrsa,-0.0042439828278774,-0.00088286772120318
679-L004-DC-N-TIPmmrsa,0.00208807524298745,0.00974380291482977
1044-E028-1-N1-TIPmmrsa,-0.00223458672957531,0.00659810860497677
717-E019-14-G-TIPmmrsa,-0.00354324382673762,-0.0075624406960652
895-E022-30-G1-TIPmmrsa,-0.00153237131668636,0.00202050861060463
3033-E071-14-N1-TIPmmrsa,-0.00074532529885248,-0.00985021345904208
3530-E105-1-N-TIPmmrsa,-0.00118941955386146,-0.00293292868481754
1477-J007-1-N-TIPmmrsa,-0.00243814859072752,0.00486799954108229
3018-F037-60-N-MRSA-TIP,-0.00344112670027411,-0.00603065380176955
5755-3089-30-NMRSA,0.000654131992466603,-0.00135951405260853
34-A001-1-F-MRSA-TIP,-0.00088286772120318,-0.0146388599510612
803-A001-120-N-MRSA-TIP,0.0016399462303468,0.0112140870583167
3962-E117-1-W-TIPmmrsa,0.00065724203699813,0.00930154098132727
1974-4037-0-NMRSA,0.00420918182564114,-0.010924285391405
2175-4035-14-HMRSA,0.00491796494146192,0.00335797199172212
343-4007-0-NMRSA,-0.00120342227409473,-0.003698514196692
453-G004-60-F-TIPmmrsa,-0.00186543715541059,-0.00941439971015639
6283-5035-0-NMRSA,0.00538106748031363,-0.000967139143515814
3243-E080-1-N-TIPmmrsa,-0.0105822624028169,-0.0123094814822574
3134-A014-1-N-TIPmmrsa,0.00772121312433091,-0.00412458614255467
3562-J023-1-U-TIPmmrsa,0.00539914960068497,-0.00205005161642132
4003-F066-60-N-MRSA-TIP,0.00834485857605843,-0.0029902300083157
6126-6050-0-NMRSA,-0.00443343527404491,-0.01065863405491
173-6001-0-NMRSA,0.00637531191535041,0.00401767701946144
6199-1095-0-NMRSA,0.00128681706856081,-0.00354324382673762
3964-2040-0-NMRSA,-0.00839532291561206,-0.00565381382939318
631-E011-30-N-TIPmmrsa,0.00486799954108229,0.00792352023329405
3623-j022-30-F-TIPmmrsa,-0.00466335472955434,-0.00572107230931388
4002-3062-0-NMRSA,-0.00600612365324714,0.00128488554944748
675-H003-60-G1-TIPmmrsa,-0.00296907569895084,0.00834485857605843
547-F009-30-N-TIPmmrsa,-0.00205005161642132,-0.0123746805063453
1041-E024-1-N-TIPmmrsa,-0.0178981096590437,-0.019985228101468
4644-3064-30-HMRSA,-0.0167905361657617,-0.0042439828278774
1456-1032-0-NMRSA,-0.0126268877060945,-0.00157653211792668
147-K009-14-N-TIPmmrsa,-0.0134465783579864,-0.00296907569895084
355-K001-60-F-TIP-MRSA,-0.0180810042402035,0.00224822119863281
110-A008-1-F-TIPmmrsa,-0.00806955339349889,0.00058473324934891
54-A007-1-N-TIPmmrsa,-0.00763095012880503,0.00223621542429713
9081-3152-14-NMRSA,-0.0194049527271522,0.000751029319793855
7543-6041-120-NMRSA,0.00119721986509275,0.0147564181337469
1936-F012-330-F-TIPmmrsa,-0.00892825830968659,0.0116250877617482
7359-6061-0-NMRSA,-0.0141034469227265,0.00365808153534878
3720-J026-1-N-TIPmmrsa,-0.019985228101468,-0.00104252785728029
667-C001-60-F-TIPmmrsa,-0.0200931472971852,-0.0111557240305585
6800-4104-0-HMRSA,-0.0138746953157483,0.00419620922776536
520-2010-0-NMRSA,-0.0146388599510612,0.00173966119503163
6505-4101-14-NMRSA,-0.0205762890492964,-0.006194892855766
7899-2076-0-NMRSA,-0.0123094814822574,-0.00486799161942384
3641-B012-60-G-TIPmmrsa,-0.0159612542101056,-0.00243814859072752
2567-1050-0-NMRSA,-0.00792388667683299,0.00125783694123264
3469-E096-14-F-TIPmmrsa,-1.67184039728402e-05,0.00590205785356937
4055-6031-0-NMRSA,-0.00979572675169619,-0.010080968945513
1998-5005-0-RMRSA,-0.010924285391405,0.00266264793771537
2018-J014-1-N-TIPmmrsa,-0.006194892855766,-0.00304997928515291
511-J001-30-R-TIPmmrsa,-0.0107913359485002,0.00336043397800582
719-J004-60-U-TIPmmrsa,-0.00916532826116615,-0.00310673517319815
369-3009-14-NMRSA,-0.0191934321012755,-0.0126268877060945
429-2005-30-NMRSA,-0.0167837798478862,-0.00566252399011436
4575-5027-0-RMRSA,-0.00392193722895807,0.006360319712285
3558-H015-1-N1-TIPmmrsa,-0.0137363095787274,0.0143122469992941
3558-H019-1-N1-MRSA-TIP,-0.0133410274200876,-0.0157392730736159
639-3016-0-NMRSA,-0.00913396124483534,-0.0141034469227265
8066-2078-0-NMRSA,-0.0100738168141857,0.00539914960068497
7449-4091-90-NMRSA,-0.00762902235535784,-0.00777405165792081
721-3019-0-NMRSA,-0.0206754456436334,0.00637531191535041
8053-3135-0-HMRSA,-0.0122944070777221,-0.00208009732293156
3787-H016-90-N-TIPmmrsa,0.0116250877617482,0.000163935219423977
1967-B008-1-N-TIPmmrsa,0.006360319712285,-0.00186543715541059
1258-F015-1-N-TIPmmrsa,-0.0112420752117934,-0.0074343734361324
1397-F021-1-W-TIPmmrsa,-0.00985021345904208,-0.00839532291561206
1361-E034-1-N-TIPmmrsa,-0.010080968945513,-0.0178981096590437
991-2016-0-NMRSA,-0.00685409088915684,-0.00422763472977296
1398-E037-1-G-TIPmmrsa,-0.0120558907148648,0.00227436280811757
90-3003-0-NMRSA,-0.00702663777605228,0.00119721986509275
3484-J011-360-U-TIPmmrsa,-0.00385531194729292,-0.00134813665104908
1931-5004-0-HMRSA,0.0178699135344187,-0.00577065420568162
5407-2054-0-NMRSA,0.0156613423986534,-0.00464932152048011
7769-4119-0-NMRSA,0.00974380291482977,0.0139068415651739
6280-3098-14-HMRSA,0.0139068415651739,-0.00874034980990693
7841-3073-180-NMRSA,0.0105055835805167,-0.000197194907237775
3907-H020-1-N-TIPmmrsa,0.0103996950028124,-0.00486989753305853
1645-4028-14-OMRSA,0.00290691937073461,-0.00748428447698813
3933-A018-14-W-TIPmmrsa,-0.00135951405260853,0.00663067507153852
451-I005-1-R-TIPmmrsa,0.00227436280811757,-0.00313550693528604
1966-B007-30-U-TIPmmrsa,0.00311551729723148,0.00495544798003819
3850-B013-90-R-TIPmmrsa,0.000502178237012923,-0.00742010275451781
4062-B015-60-G-TIPmmrsa,0.00792352023329405,-0.0138746953157483
324-H001-30-U-TIPmmrsa,-0.0169132246875579,-0.00804549397515766
3449-E093-14-N-TIPmmrsa,-0.0198398632979608,-0.0046039331689685
3019-F039-30-O-TIPmmrsa,0.0115003155557475,-0.00603596819166128
3468-E082-90-F-TIPmmrsa,-0.0106799336718879,-0.00443343527404491
1476-J005-150-U-TIPmmrsa,0.0131641296100396,0.00496448655693953
1799-J006-210-N-TIPmmrsa,0.0134144271349781,-0.000653033888715228
2568-2029-14-HMRSA,0.00870464652893605,-0.00758234565077254
3498-6022-0-OMRSA,0.0216621971938114,-0.00339784019988512
5684-6047-0-HMRSA,0.0147564181337469,-0.0109558625795227
1685-4031-0-NMRSA,-0.00104252785728029,-0.00119654490004305
1745-6010-0-NMRSA,-0.00777405165792081,-0.00913396124483534
2322-6014-0-NMRSA,-0.0263355581079673,-0.00499692909076751
3414-2038-0-NMRSA,-0.0158146251723844,0.00299626521269225
3865-3058-14-NMRSA,-0.00868306454611354,-0.00520337403159779
7541-5041-0-NMRSA,-0.0157392730736159,-0.00466335472955434
722-3020-0-NMRSA,-0.00293292868481754,-0.00129581076417311
591-6002-30-OMRSA,0.000384705199683292,0.00050318740777722
1480-G005-240-F-TIPmmrsa,-0.00748428447698813,-0.00906935609952222
3709-4065-0-NMRSA,-0.00157653211792668,0.00870464652893605
3045-F043-1-N-TIPmmrsa,0.000335773738432722,-0.00909588696017283
3183-D040-1-N-TIPmmrsa,0.00223621542429713,-0.00181435357721486
3390-D041-90-O-TIPmmrsa,-0.00307488756838029,0.0134469098643081
515-E012-14-F-TIPmmrsa,-0.00165200032646175,0.0105055835805167
1396-B005-1-U-TIPmmrsa,-0.00853565843892698,-0.00101330203315217
1663-B002-300-N1-MRSA-TIP,-0.0107931127339271,2.34060177957177e-05
273-4005-0-NMRSA,-0.00219686176821655,0.00424864076026492
1734-E047-14-N-TIPmmrsa,-0.00758234565077254,-0.0015716101327824
3011-2034-0-HMRSA,0.00858861336450032,-0.00381500250073366
1170-K007-210-F-TIPmmrsa,0.00659810860497677,-0.00440403352245686
206-K008-30-U-TIPmmrsa,0.00495544798003819,0.000517061901175737
62-K010-1-N-TIPmmrsa,0.00336043397800582,0.0103996950028124
11-K003-1-N-TIPmmrsa,0.00174193296486407,-0.0100031135952453
1857-I006-120-N-TIPmmrsa,0.00329839975574901,-0.010274427224226
1332-C007-90-R-TIPmmrsa,0.00050318740777722,-0.0133410274200876
1454-B006-14-U-TIPmmrsa,0.00113160451578775,-0.00792388667683299
3431-F034-240-N-TIPmmrsa,0.00125783694123264,0.00858861336450032
4956-2048-0-NMRSA,0.0134469098643081,-0.00120342227409473
1856-A011-30-N-TIPmmrsa,0.000998209270234232,-0.00722601528631241
5106-4084-0-HMRSA,0.0112140870583167,-0.0134465783579864
6116-3096-14-NMRSA,-0.00520337403159779,-0.00166535790821518
6124-3100-0-NMRSA,0.017213023302799,-0.00136429540527933
1641-I008-1-R-TIPmmrsa,-0.0103597558677909,-0.0100738168141857
1318-D015-14-N2-TIPmmrsa,-0.00734443958338576,-0.00171691898647509
1321-G009-1-N-TIPmmrsa,-0.00603065380176955,-0.00491912681028641
1538-G010-14-F-TIPmmrsa,-0.00557883342188152,-0.00417618410189775
643-3018-0-SMRSA,-0.00419422461757256,-0.00074532529885248
3508-F055-14-N1-TIPmmrsa,-0.00304997928515291,-0.00774179025585002
2497-3042-0-NMRSA,-0.00815940336964868,-0.0108430779667461
3050-J015-1-O-TIPmmrsa,-0.00773453413898245,0.017213023302799
888-J003-90-N-TIPmmrsa,-0.0111557240305585,-0.00916532826116615
368-D001-30-N-TIPmmrsa,-0.00578496556707865,-0.00651118240895922
897-D004-14-N1-TIPmmrsa,-0.00730551082475748,0.00491796494146192
5312-4090-0-NMRSA,-0.00807348624592219,-0.00187560271247958
3492-E103-1-N-TIPmmrsa,-4.96378396618534e-05,0.000212013568150688
919-A010-14-N-TIPmmrsa,-0.00565381382939318,-0.0117211467268894
370-F005-14-U-TIPmmrsa,-0.00566252399011436,-0.00730551082475748
5263-3090-0-NMRSA,-0.000967139143515814,0.00904426855196888
3504-E104-1-F1-TIPmmrsa,0.00266264793771537,0.0131641296100396
3537-C015-1-N-TIPmmrsa,-0.0112697379662982,-0.00685409088915684
3830-C019-1-N-TIPmmrsa,-0.00874034980990693,-0.00879589327405257
1095-E025-1-N-TIPmmrsa,-0.00171691898647509,0.000132575115283065
1681-D027-14-N-TIPmmrsa,0.000517061901175737,0.00311551729723148
678-L003-30-U-TIPmmrsa,-0.00499692909076751,-0.00165200032646175
3496-E098-14-N-TIPmmrsa,-0.00232404920033087,-0.0137363095787274
3428-F052-1-N-TIPmmrsa,-0.00181435357721486,0.000349796935736637
1271-I001-180-N-TIPmmrsa,-0.000197194907237775,0.000998209270234232
1441-I007-14-N-TIPmmrsa,-0.00217216881909019,0.000502178237012923
3963-I014-1-N-TIPmmrsa,-0.00417618410189775,-0.0159612542101056
6422-3102-0-HMRSA,-0.00577065420568162,0.0216621971938114
1941-1038-0-NMRSA,-0.00134813665104908,0.00290691937073461
500-E014-1-F-TIPmmrsa,-0.01065863405491,-0.00854273956324916
4510-1076-0-NMRSA,-0.00369403147128765,-0.00344112670027411
3679-J024-1-G-TIPmmrsa,0.00930154098132727,0.000384705199683292
3220-L012-14-N1-TIPmmrsa,0.00140798536724653,0.0063724392798599
3507-C012-30-N-TIPmmrsa,-0.010274427224226,-0.00630805056762203
1479-J009-1-O-TIPmmrsa,-0.00339784019988512,-0.00806955339349889
2960-3047-0-NMRSA,2.34060177957177e-05,-0.0194049527271522
425-4004-14-NMRSA,-0.00542813769749953,-0.0263355581079673
