,BM_pheno_1,WN_pheno_1
5533-3092-0-HVRE,-0.0329292729115302,0.0157364760049535
8303-3140-0-H1VRE,-0.0360441654659511,-0.0279299208601274
5214-4087-0-HVRE,-0.0340668009366431,-0.21545864535313
5924-3095-14-RVRE,-0.0301527540668699,-0.102150277864685
4280-2041-14-HVRE,0.0044309438940729,0.0540155484757548
615-3018-0-HVRE,-0.0080170114302471,-0.0634499534324934
3233-1045-60-H1VRE,-0.00622249324913786,-0.0982666825238997
905-4021-0-RVRE,0.00905877067439407,-0.00595996781018357
5006-5030-0-RVRE,0.00685306431975849,-0.0315140715454859
5925-3097-0-HVRE,0.0157364760049535,0.01771511589251
6648-4103-0-HVRE,0.0368629682352059,-0.0385341449730834
4703-4078-0-R1VRE,0.0671862863762035,-0.103231278709522
4902-4076-14-RVRE,-0.00197039703108367,0.0294460000441598
729-4016-0-HVRE,0.0363562864108591,-0.0799291344613375
6129-1092-0-HVRE,0.0540155484757548,-0.131957109465283
8052-3132-0-HVRE,-0.00461468737857289,-0.11509587003955
4784-3082-0-RVRE,-0.039303942214405,-0.0377170607392812
1334-2020-0-R1VRE,-0.0616374065788607,0.0181683078119747
2886-5012-0-RVRE,-0.0327529207939157,-0.116440612309177
6748-6057-0-HVRE,-0.0705733869581646,-0.0731271367935473
2243-3041-14-RVRE,-0.0633389425388856,-0.0947086201292739
1889-3036-0-OVRE,-0.0977697226025402,-0.0341546326393986
4145-6030-14-RVRE,-0.096536653659661,0.0671862863762035
3320-D044-1-R-TIPmvre,-0.0544659463257188,-0.0493700279075329
4009-E118-14-R-TIPmvre,-0.0834139549307064,-0.0830177466839008
5261-4089-0-RVRE,-0.0613744013893186,-0.0223070724547006
5285-6045-0-RVRE,-0.100154137295534,-0.100154137295534
3226-4049-14-RVRE,-0.0341546326393986,-0.0301677096095392
344-1009-0-HVRE,-0.0544456809403445,-0.19327234012787
899-D004-14-G-TIPmvre,-0.0447230630337646,-0.179181974209739
3082-3051-0-RVRE,-0.00595996781018357,-0.0476958955333538
5088-6043-0-HVRE,-0.0637791201340271,-0.0248301166582522
6988-1099-0-RVRE,-0.0229793323326211,-0.0155922260280006
3717-G013-14-O-TIPmvre,-0.0515706723792171,0.0475175629497838
4143-2042-0-RVRE,-0.0664859539157095,-0.121786088944077
3673-4064-0-HVRE,-0.0651385650684631,-0.00461468737857289
4999-3085-0-HVRE,-0.0128095451348834,-0.13568113465473
3743-D050-1-G-TIPmvre,-0.179181974209739,-0.0722220929975766
1781-3033-30-RVRE,-0.0169418726757714,-0.0976818430460775
3890-6028-0-RVRE,-0.0622255623250214,-0.0710930226210079
3667-E109-14-R-TIPmvre,-0.0457629192401704,-0.112778543996788
3672-K017-1-G-TIPmvre,-0.121978331229919,-0.0544456809403445
442-1011-14-RVRE,0.0181683078119747,-0.0313843066330653
4544-5027-0-RVRE,0.0187777696053712,-0.0266033339771091
4786-5025-14-HVRE,0.0254819939263996,-0.123931379940808
8232-2079-0-HVRE,0.0140520800577406,-0.00996106128457531
1321-3028-0-RVRE,-0.0176665637004092,-0.0688786161588101
6429-1096-0-RVRE,-0.0155922260280006,-0.1051856649175
6652-3103-14-RVRE,-0.0313843066330653,-0.0438073409464426
