,3399-4058-0-RVRE,1016-2017-0-RVRE,5948-6048-14-RVRE,793-A001-120-G-TIPmvre,1090-E022-60-R-TIPmvre,738-E023-1-R-TIPmvre,1047-4017-14-GVRE,1896-4034-0-HVRE,5855-2060-0-RVRE,635-C003-1-G-TIPmvre,1352-E036-1-G-TIPmvre,3362-E077-30-R-TIPmvre,546-I005-14-R-TIPmvre,5902-1089-0-RVRE,3363-A015-14-R-TIPmvre,7151-3115-0-RVRE,6430-1097-0-RVRE,1537-1034-0-RVRE,824-4018-0-RVRE,1341-E033-1-R-TIPmvre,4133-3066-0-RVRE,5489-2056-0-HVRE,7258-3113-14-RVRE,629-2013-0-RVRE,4030-H021-30-R-TIPmvre,539-1018-0-RVRE,1028-E026-1-R-TIPmvre,4794-5029-0-RVRE,7413-3121-0-RVRE,1053-6004-0-R1VRE,6242-5037-0-RVRE,949-3025-0-RVRE,1096-1026-0-RVRE,1278-1019-30-RVRE,1644-3031-14-RVRE,702-3020-0-RVRE,5080-2051-0-HVRE,1543-4028-0-GVRE,1638-6008-0-RVRE,236-4004-0-RVRE,1137-4020-14-RVRE,219-2005-0-RVRE,711-4015-0-RVRE,4313-6035-0-GVRE,4462-6037-0-RVRE,6077-4098-0-GVRE,1455-4025-0-RVRE,2963-2031-14-RVRE,4922-2049-0-RVRE,5363-2050-14-RVRE,80-2003-0-RVRE,1463-1033-0-HVRE,2471-4044-0-GVRE,2492-6012-14-GVRE,8512-3145-0-RVRE,8088-3137-0-RVRE,8513-3147-0-RVRE,898-4011-30-GVRE,609-6002-30-RVRE,4362-6036-0-RVRE,4693-4077-0-HVRE,4007-5020-0-RVRE,4031-J032-1-G-TIPmvre,2026-4040-0-RVRE,3744-F061-90-G-TIPmvre,7600-3125-0-GVRE,7891-2076-0-OVRE,5232-4088-0-RVRE,217-2001-30-HVRE,5856-4095-0-GVRE,851-5002-0-RVRE,409-1015-0-RVRE,3884-J030-1-G-TIPmvre,3070-L011-1-G-TIPmvre,3686-C018-1-R-TIPmvre,6697-4104-0-GVRE,697-3019-0-RVRE,5827-6047-14-RVRE,4639-1079-0-RVRE,4832-1081-0-GVRE,5541-1082-30-RVRE,1420-2021-0-RVRE,6304-2065-0-RVRE,6651-2067-0-RVRE,1488-4026-0-HVRE,1929-4036-0-GVRE,6950-4109-0-RVRE,2308-2029-0-RVRE,4948-4081-0-RVRE,5954-3098-0-R1VRE,6435-4099-14-GVRE,7053-4107-14-RVRE,4384-3073-0-RVRE,5348-3091-0-RVRE,9019-3156-0-RVRE,1676-4031-0-GVRE,2386-6013-0-R1VRE,3994-6029-0-GVRE,4593-3077-0-RVRE,7583-5041-0-HVRE,621-2007-14-RVRE,5284-6044-0-RVRE,483-2008-0-RVRE,5533-3092-0-HVRE,8303-3140-0-H1VRE,5214-4087-0-HVRE,5924-3095-14-RVRE,4280-2041-14-HVRE,615-3018-0-HVRE,3233-1045-60-H1VRE,905-4021-0-RVRE,5006-5030-0-RVRE,5925-3097-0-HVRE,6648-4103-0-HVRE,4703-4078-0-R1VRE,4902-4076-14-RVRE,729-4016-0-HVRE,6129-1092-0-HVRE,8052-3132-0-HVRE,4784-3082-0-RVRE,1334-2020-0-R1VRE,2886-5012-0-RVRE,6748-6057-0-HVRE,2243-3041-14-RVRE,1889-3036-0-OVRE,4145-6030-14-RVRE,3320-D044-1-R-TIPmvre,4009-E118-14-R-TIPmvre,5261-4089-0-RVRE,5285-6045-0-RVRE,3226-4049-14-RVRE,344-1009-0-HVRE,899-D004-14-G-TIPmvre,3082-3051-0-RVRE,5088-6043-0-HVRE,6988-1099-0-RVRE,3717-G013-14-O-TIPmvre,4143-2042-0-RVRE,3673-4064-0-HVRE,4999-3085-0-HVRE,3743-D050-1-G-TIPmvre,1781-3033-30-RVRE,3890-6028-0-RVRE,3667-E109-14-R-TIPmvre,3672-K017-1-G-TIPmvre,442-1011-14-RVRE,4544-5027-0-RVRE,4786-5025-14-HVRE,8232-2079-0-HVRE,1321-3028-0-RVRE,6429-1096-0-RVRE,6652-3103-14-RVRE
1352-E036-1-G-TIPmvre,57,1093,1093,1093,1093,1093,1108,1108,1105,1108,1118,1114,1107,1108,1108,1100,1096,1094,1094,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,353,351,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,630,630,630,628,92,92,92,92,78,84,84
3362-E077-30-R-TIPmvre,57,1090,1090,1090,1090,1090,1104,1104,1103,1104,1114,1119,1103,1104,1104,1096,1092,1091,1091,1091,1091,1091,1091,1089,1090,1090,389,394,389,388,389,389,388,388,389,389,389,389,389,389,389,389,389,280,280,280,389,389,389,389,389,389,389,389,389,389,389,389,389,387,389,389,389,402,389,382,389,388,389,389,389,389,389,389,389,388,402,389,388,388,388,337,337,337,337,337,337,337,337,336,337,337,337,337,337,351,351,351,351,351,350,351,351,351,266,351,351,351,351,351,351,351,351,351,351,350,350,348,361,437,281,281,281,281,344,344,344,344,344,343,279,279,282,425,425,441,428,429,381,572,457,629,629,629,627,91,91,91,91,77,83,83
546-I005-14-R-TIPmvre,57,1093,1093,1093,1093,1093,1107,1107,1104,1107,1107,1103,1111,1107,1107,1099,1096,1094,1094,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,630,630,630,628,92,92,92,92,78,84,84
5902-1089-0-RVRE,57,1093,1093,1093,1093,1093,1108,1108,1105,1108,1108,1104,1107,1151,1108,1100,1096,1094,1094,1094,1094,1107,1094,1092,1093,1093,392,403,392,391,392,392,391,391,392,392,392,392,392,392,392,390,398,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,398,392,392,405,390,386,393,391,392,392,392,392,392,392,392,391,405,392,393,393,393,350,340,340,350,350,350,350,350,349,350,350,340,340,350,354,354,354,360,360,359,360,354,354,267,360,360,354,354,360,354,360,360,360,354,352,350,351,366,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,582,460,630,630,630,628,94,92,92,92,78,84,84
3363-A015-14-R-TIPmvre,57,1093,1093,1093,1093,1093,1108,1108,1105,1108,1108,1104,1107,1108,1116,1100,1096,1094,1094,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,630,630,630,628,92,92,92,92,78,84,84
7151-3115-0-RVRE,57,1093,1093,1093,1093,1093,1100,1100,1097,1100,1100,1096,1099,1100,1100,1119,1096,1094,1094,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,630,630,630,628,92,92,92,92,78,84,84
6430-1097-0-RVRE,57,1093,1093,1093,1093,1093,1096,1096,1093,1096,1096,1092,1096,1096,1096,1096,1124,1094,1094,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,365,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,385,574,458,635,635,635,631,92,92,92,92,78,84,84
1537-1034-0-RVRE,57,1093,1093,1093,1093,1093,1094,1094,1092,1094,1094,1091,1094,1094,1094,1094,1094,1109,1109,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,629,629,629,628,92,92,92,92,78,84,84
824-4018-0-RVRE,57,1093,1093,1093,1093,1093,1094,1094,1092,1094,1094,1091,1094,1094,1094,1094,1094,1109,1117,1094,1094,1094,1094,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,629,629,629,628,92,92,92,92,78,84,84
1341-E033-1-R-TIPmvre,57,1093,1093,1093,1093,1093,1094,1094,1092,1094,1094,1091,1094,1094,1094,1094,1094,1094,1094,1115,1098,1098,1098,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,629,629,629,628,92,92,92,92,78,84,84
4133-3066-0-RVRE,57,1093,1093,1093,1093,1093,1094,1094,1092,1094,1094,1091,1094,1094,1094,1094,1094,1094,1094,1098,1136,1107,1106,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,629,629,629,628,92,92,92,92,78,84,84
5489-2056-0-HVRE,57,1093,1093,1093,1093,1093,1094,1094,1092,1094,1094,1091,1094,1107,1094,1094,1094,1094,1094,1098,1107,1135,1106,1092,1093,1093,392,416,392,391,392,392,391,391,392,392,392,392,392,392,392,390,411,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,411,392,392,405,390,386,393,391,392,392,392,392,392,392,392,391,405,392,406,406,406,363,340,340,363,363,363,363,363,362,363,363,340,340,363,354,354,354,373,373,372,373,354,354,267,373,373,354,354,373,354,373,373,373,354,352,350,351,376,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,582,473,629,629,629,628,96,92,92,92,78,84,84
7258-3113-14-RVRE,57,1093,1093,1093,1093,1093,1094,1094,1092,1094,1094,1091,1094,1094,1094,1094,1094,1094,1094,1098,1106,1106,1113,1092,1093,1093,392,397,392,391,392,392,391,391,392,392,392,392,392,392,392,390,392,281,281,281,392,392,392,392,392,392,392,392,390,392,392,392,392,390,392,392,392,405,390,385,392,391,392,392,392,392,392,392,392,391,405,392,391,391,391,340,340,340,340,340,340,340,340,339,340,340,340,340,340,354,354,354,354,354,353,354,354,354,267,354,354,354,354,354,354,354,354,354,354,352,350,351,364,440,284,284,284,284,345,345,345,345,345,344,282,282,285,428,428,444,431,432,384,574,458,629,629,629,628,92,92,92,92,78,84,84
629-2013-0-RVRE,57,1092,1092,1092,1092,1092,1092,1092,1090,1092,1092,1089,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1138,1092,1092,391,396,391,391,391,391,391,391,391,391,391,391,391,391,391,389,391,280,280,280,391,391,391,391,391,391,391,391,389,391,391,391,391,390,391,391,391,404,389,384,391,390,391,391,391,391,391,391,391,391,404,391,391,391,391,339,339,339,339,339,339,339,339,339,339,339,339,339,339,353,353,353,353,353,353,353,353,353,267,353,353,353,353,353,353,353,353,353,353,351,349,350,362,440,284,284,284,284,345,345,345,345,345,344,282,282,284,428,428,444,431,432,384,573,457,627,627,627,629,92,92,92,92,78,84,84
4030-H021-30-R-TIPmvre,57,1093,1093,1093,1093,1093,1093,1093,1091,1093,1093,1090,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1092,1138,1122,394,399,394,393,394,394,393,393,394,394,394,394,394,394,394,392,394,283,283,283,394,394,394,394,394,394,394,394,392,394,394,394,394,392,394,394,394,407,392,387,394,393,394,394,394,394,394,394,394,393,407,394,393,393,393,342,342,342,342,342,342,342,342,341,342,342,342,342,342,356,356,356,356,356,355,356,356,356,269,356,356,356,356,356,356,356,356,356,356,354,352,353,365,442,286,286,286,286,347,347,347,347,348,346,284,284,288,430,430,446,433,434,386,576,461,630,630,630,629,92,93,93,93,78,84,84
539-1018-0-RVRE,57,1093,1093,1093,1093,1093,1093,1093,1091,1093,1093,1090,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1092,1122,1135,395,400,395,394,395,395,394,394,395,395,395,395,395,395,395,393,395,284,284,284,395,395,395,395,395,395,395,395,393,395,395,395,395,393,395,395,395,408,393,388,395,394,395,395,395,395,395,395,395,394,408,395,394,394,394,343,343,343,343,343,343,343,343,342,343,343,343,343,343,357,357,357,357,357,356,357,357,357,270,357,357,357,357,357,357,357,357,357,357,355,353,354,366,442,286,286,286,286,347,347,348,347,348,346,284,284,288,430,430,446,433,434,387,577,462,630,630,630,629,92,93,93,93,78,84,84
1028-E026-1-R-TIPmvre,23,392,392,392,392,392,392,392,391,392,392,389,392,392,392,392,392,392,392,392,392,392,392,391,394,395,3284,3072,3279,3273,3259,3258,3273,3273,3274,3274,3273,3258,3256,3258,3272,3270,3272,3133,3133,3133,3273,3273,3258,3258,3273,3272,3274,3269,3257,3274,3123,3274,3274,3272,3274,3270,3259,3059,3271,3244,3259,3067,3274,3259,3274,3274,3274,3274,3272,3272,3047,3268,3249,3250,3250,1738,1738,1738,1738,1738,1738,1732,1738,1737,1738,1739,1736,1738,1575,1329,1314,1314,1314,1329,1327,1329,1329,1329,1258,1314,1314,1329,1329,1329,1329,1328,1327,1329,1314,1323,1337,1809,1326,3038,1711,1713,1713,1711,693,693,701,693,693,693,1725,1524,1727,1767,1768,1562,1770,1766,3213,453,335,439,439,439,445,57,57,57,57,44,50,50
4794-5029-0-RVRE,29,397,397,397,397,397,397,397,396,397,397,394,397,403,397,397,397,397,397,397,397,416,397,396,399,400,3072,3586,3087,3067,3053,3053,3067,3067,3068,3068,3067,3052,3050,3052,3066,3064,3085,2927,2927,2927,3068,3068,3052,3053,3068,3066,3068,3063,3050,3068,2917,3068,3068,3067,3087,3068,3053,3062,3065,3482,3053,2861,3068,3053,3068,3068,3068,3068,3068,3066,3051,3062,3058,3059,3059,2012,1993,1993,2012,2012,2012,2006,2012,2011,2012,2012,1991,1993,1849,1797,1782,1782,1801,1816,1814,1816,1797,1797,1726,1801,1801,1797,1797,1816,1797,1815,1814,1816,1780,1790,1804,2276,1805,3298,1936,1938,1938,1936,1127,1127,1135,1127,1127,1127,1950,1749,1974,1992,1993,1997,1995,1991,3438,752,361,444,444,444,450,66,62,62,62,511,55,55
